condition,metric,value
TR-Spec,rougeL,0.04225352112676056
TR-Spec,length_ratio,15.0
TR-Spec,bleu,0.004328628814413576
TR-Spec,rouge1,0.016260162601626015
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.016260162601626015
TR-Spec,length_ratio,37.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,95.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.01639344262295082
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.01639344262295082
TR-Spec,length_ratio,22.666666666666668
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.1724137931034483
TR-Spec,rouge2,0.15789473684210528
TR-Spec,rougeL,0.1724137931034483
TR-Spec,length_ratio,8.125
TR-Spec,bleu,0.11719991805050052
TR-Spec,rouge1,0.02857142857142857
TR-Spec,rouge2,0.014492753623188404
TR-Spec,rougeL,0.02857142857142857
TR-Spec,length_ratio,34.5
TR-Spec,bleu,0.00846910394206446
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,99.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,50.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.026845637583892617
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.026845637583892617
TR-Spec,length_ratio,28.666666666666668
TR-Spec,bleu,0.0037023834842396953
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,81.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.019047619047619046
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.019047619047619046
TR-Spec,length_ratio,35.0
TR-Spec,bleu,0.0039506254884293405
TR-Spec,rouge1,0.14388489208633093
TR-Spec,rouge2,0.10218978102189781
TR-Spec,rougeL,0.12949640287769784
TR-Spec,length_ratio,9.3
TR-Spec,bleu,0.04611801612035027
TR-Spec,rouge1,0.01886792452830189
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.01886792452830189
TR-Spec,length_ratio,80.0
TR-Spec,bleu,0.00423455197103223
TR-Spec,rouge1,0.10619469026548672
TR-Spec,rouge2,0.09009009009009009
TR-Spec,rougeL,0.10619469026548672
TR-Spec,length_ratio,13.0
TR-Spec,bleu,0.04565716647277462
TR-Spec,rouge1,0.015748031496062992
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.015748031496062992
TR-Spec,length_ratio,22.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.07575757575757576
TR-Spec,rouge2,0.06153846153846154
TR-Spec,rougeL,0.07575757575757576
TR-Spec,length_ratio,30.666666666666668
TR-Spec,bleu,0.01322770962373162
TR-Spec,rouge1,0.01360544217687075
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.01360544217687075
TR-Spec,length_ratio,54.0
TR-Spec,bleu,0.0028399007853711395
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,28.5
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.03508771929824561
TR-Spec,rouge2,0.01785714285714286
TR-Spec,rougeL,0.03508771929824561
TR-Spec,length_ratio,79.0
TR-Spec,bleu,0.004040940081572238
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,36.5
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.020618556701030927
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.020618556701030927
TR-Spec,length_ratio,35.5
TR-Spec,bleu,0.004338486684248593
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,10.142857142857142
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.012820512820512822
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.012820512820512822
TR-Spec,length_ratio,10.285714285714286
TR-Spec,bleu,0.003553524757138724
TR-Spec,rouge1,0.07407407407407407
TR-Spec,rouge2,0.06015037593984962
TR-Spec,rougeL,0.07407407407407407
TR-Spec,length_ratio,49.5
TR-Spec,bleu,0.00387530444387439
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,72.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.13071895424836602
TR-Spec,rouge2,0.11920529801324505
TR-Spec,rougeL,0.13071895424836602
TR-Spec,length_ratio,17.0
TR-Spec,bleu,0.03555966212371739
TR-Spec,rouge1,0.1019108280254777
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.089171974522293
TR-Spec,length_ratio,4.888888888888889
TR-Spec,bleu,0.004584538536165193
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,16.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.03076923076923077
TR-Spec,rouge2,0.015625
TR-Spec,rougeL,0.03076923076923077
TR-Spec,length_ratio,27.333333333333332
TR-Spec,bleu,0.0037023834842396953
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,66.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.041237113402061855
TR-Spec,rouge2,0.021052631578947368
TR-Spec,rougeL,0.041237113402061855
TR-Spec,length_ratio,42.0
TR-Spec,bleu,0.006399483977151673
TR-Spec,rouge1,0.029411764705882356
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.029411764705882356
TR-Spec,length_ratio,29.0
TR-Spec,bleu,0.0035896057761679325
TR-Spec,rouge1,0.019417475728155335
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.019417475728155335
TR-Spec,length_ratio,12.2
TR-Spec,bleu,0.004683339931266923
TR-Spec,rouge1,0.01904761904761905
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.01904761904761905
TR-Spec,length_ratio,70.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,75.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,61.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,41.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.014388489208633093
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.014388489208633093
TR-Spec,length_ratio,74.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.05
TR-Spec,rouge2,0.025641025641025647
TR-Spec,rougeL,0.05
TR-Spec,length_ratio,29.5
TR-Spec,bleu,0.009008643494904373
TR-Spec,rouge1,0.20183486238532108
TR-Spec,rouge2,0.18691588785046725
TR-Spec,rougeL,0.20183486238532108
TR-Spec,length_ratio,10.142857142857142
TR-Spec,bleu,0.06447959223908561
TR-Spec,rouge1,0.03539823008849558
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.03539823008849558
TR-Spec,length_ratio,19.25
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.017543859649122806
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.017543859649122806
TR-Spec,length_ratio,9.2
TR-Spec,bleu,0.005749785925016119
TR-Spec,rouge1,0.016393442622950817
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.016393442622950817
TR-Spec,length_ratio,5.571428571428571
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,59.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,28.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.05769230769230769
TR-Spec,rouge2,0.0392156862745098
TR-Spec,rougeL,0.05769230769230769
TR-Spec,length_ratio,32.5
TR-Spec,bleu,0.01032410209497828
TR-Spec,rouge1,0.02247191011235955
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.02247191011235955
TR-Spec,length_ratio,55.0
TR-Spec,bleu,0.004810806860021259
TR-Spec,rouge1,0.027210884353741496
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.027210884353741496
TR-Spec,length_ratio,22.5
TR-Spec,bleu,0.0034161741162926397
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,83.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,63.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.015625
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.015625
TR-Spec,length_ratio,32.5
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,45.5
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.01869158878504673
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.01869158878504673
TR-Spec,length_ratio,35.0
TR-Spec,bleu,0.004683339931266923
TR-Spec,rouge1,0.015037593984962405
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.015037593984962405
TR-Spec,length_ratio,22.5
TR-Spec,bleu,0.0034161741162926397
TR-Spec,rouge1,0.019999999999999997
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.019999999999999997
TR-Spec,length_ratio,33.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,59.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,18.25
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.048387096774193554
TR-Spec,rouge2,0.03278688524590164
TR-Spec,rougeL,0.048387096774193554
TR-Spec,length_ratio,81.0
TR-Spec,bleu,0.0038224780572840263
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,60.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,27.5
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,35.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,25.666666666666668
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,97.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,17.333333333333332
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.05633802816901409
TR-Spec,rouge2,0.028985507246376812
TR-Spec,rougeL,0.05633802816901409
TR-Spec,length_ratio,27.0
TR-Spec,bleu,0.0104770934294166
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,75.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.03508771929824561
TR-Spec,rouge2,0.01785714285714286
TR-Spec,rougeL,0.03508771929824561
TR-Spec,length_ratio,40.0
TR-Spec,bleu,0.00827096195706027
TR-Spec,rouge1,0.01694915254237288
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.01694915254237288
TR-Spec,length_ratio,69.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,48.5
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.13333333333333333
TR-Spec,rouge2,0.11864406779661016
TR-Spec,rougeL,0.13333333333333333
TR-Spec,length_ratio,13.857142857142858
TR-Spec,bleu,0.058470369869488774
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,32.333333333333336
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.01904761904761905
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.01904761904761905
TR-Spec,length_ratio,68.0
TR-Spec,bleu,0.0039506254884293405
TR-Spec,rouge1,0.05681818181818182
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.05681818181818182
TR-Spec,length_ratio,7.181818181818182
TR-Spec,bleu,0.004646191131204397
TR-Spec,rouge1,0.029629629629629624
TR-Spec,rouge2,0.015037593984962407
TR-Spec,rougeL,0.029629629629629624
TR-Spec,length_ratio,46.5
TR-Spec,bleu,0.00663986619704744
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,14.666666666666666
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.02061855670103093
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.02061855670103093
TR-Spec,length_ratio,25.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,8.142857142857142
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.021276595744680854
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.021276595744680854
TR-Spec,length_ratio,17.25
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,16.4
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.06956521739130435
TR-Spec,rouge2,0.053097345132743355
TR-Spec,rougeL,0.06956521739130435
TR-Spec,length_ratio,19.5
TR-Spec,bleu,0.048672816747515564
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,16.5
TR-Spec,bleu,0.0038051559389873403
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,45.5
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,26.333333333333332
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,15.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,56.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,84.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.04395604395604395
TR-Spec,rouge2,0.02247191011235955
TR-Spec,rougeL,0.04395604395604395
TR-Spec,length_ratio,27.0
TR-Spec,bleu,0.005162051047489141
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,26.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,65.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.017241379310344827
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.017241379310344827
TR-Spec,length_ratio,79.0
TR-Spec,bleu,0.003906965466813379
TR-Spec,rouge1,0.05555555555555556
TR-Spec,rouge2,0.03773584905660378
TR-Spec,rougeL,0.05555555555555556
TR-Spec,length_ratio,31.5
TR-Spec,bleu,0.00912490810176151
TR-Spec,rouge1,0.016129032258064516
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.016129032258064516
TR-Spec,length_ratio,25.333333333333332
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.015384615384615385
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.015384615384615385
TR-Spec,length_ratio,37.0
TR-Spec,bleu,0.00423455197103223
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,48.5
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.018691588785046728
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.018691588785046728
TR-Spec,length_ratio,69.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.029629629629629624
TR-Spec,rouge2,0.015037593984962407
TR-Spec,rougeL,0.029629629629629624
TR-Spec,length_ratio,81.0
TR-Spec,bleu,0.0037023834842396953
TR-Spec,rouge1,0.035398230088495575
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.035398230088495575
TR-Spec,length_ratio,19.5
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.00925925925925926
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.00925925925925926
TR-Spec,length_ratio,7.153846153846154
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.031746031746031744
TR-Spec,rouge2,0.016129032258064516
TR-Spec,rougeL,0.031746031746031744
TR-Spec,length_ratio,33.0
TR-Spec,bleu,0.0
EN-Greedy,rouge1,0.018181818181818184
EN-Greedy,rouge2,0.0
EN-Greedy,rougeL,0.018181818181818184
EN-Greedy,length_ratio,109.0
EN-Greedy,bleu,0.0029100276592091624
EN-Greedy,rouge1,0.0
EN-Greedy,rouge2,0.0
EN-Greedy,rougeL,0.0
EN-Greedy,length_ratio,77.0
EN-Greedy,bleu,0.0
EN-Greedy,rouge1,0.0
EN-Greedy,rouge2,0.0
EN-Greedy,rougeL,0.0
EN-Greedy,length_ratio,44.0
EN-Greedy,bleu,0.0
EN-Greedy,rouge1,0.1
EN-Greedy,rouge2,0.08163265306122448
EN-Greedy,rougeL,0.1
EN-Greedy,length_ratio,18.4
EN-Greedy,bleu,0.029954030341925585
EN-Greedy,rouge1,0.038834951456310676
EN-Greedy,rouge2,0.019801980198019802
EN-Greedy,rougeL,0.038834951456310676
EN-Greedy,length_ratio,47.0
EN-Greedy,bleu,0.005917470559369649
EN-Greedy,rouge1,0.0
EN-Greedy,rouge2,0.0
EN-Greedy,rougeL,0.0
EN-Greedy,length_ratio,100.0
EN-Greedy,bleu,0.0
EN-Greedy,rouge1,0.0
EN-Greedy,rouge2,0.0
EN-Greedy,rougeL,0.0
EN-Greedy,length_ratio,32.666666666666664
EN-Greedy,bleu,0.0032587296148707647
EN-Greedy,rouge1,0.020618556701030924
EN-Greedy,rouge2,0.0
EN-Greedy,rougeL,0.020618556701030924
EN-Greedy,length_ratio,96.0
EN-Greedy,bleu,0.0031997419885758365
EN-Greedy,rouge1,0.10526315789473684
EN-Greedy,rouge2,0.08928571428571429
EN-Greedy,rougeL,0.10526315789473684
EN-Greedy,length_ratio,17.666666666666668
EN-Greedy,bleu,0.036452450502910884
EN-Greedy,rouge1,0.055045871559633024
EN-Greedy,rouge2,0.03738317757009346
EN-Greedy,rougeL,0.055045871559633024
EN-Greedy,length_ratio,34.666666666666664
EN-Greedy,bleu,0.011910781769766754
EN-Greedy,rouge1,0.018518518518518517
EN-Greedy,rouge2,0.0
EN-Greedy,rougeL,0.018518518518518517
EN-Greedy,length_ratio,24.75
EN-Greedy,bleu,0.0
EN-Greedy,rouge1,0.019230769230769232
EN-Greedy,rouge2,0.0
EN-Greedy,rougeL,0.019230769230769232
EN-Greedy,length_ratio,51.0
EN-Greedy,bleu,0.0
EN-Greedy,rouge1,0.052631578947368425
EN-Greedy,rouge2,0.03571428571428572
EN-Greedy,rougeL,0.052631578947368425
EN-Greedy,length_ratio,36.333333333333336
EN-Greedy,bleu,0.010922246194083766
EN-Greedy,rouge1,0.021276595744680854
EN-Greedy,rouge2,0.0
EN-Greedy,rougeL,0.021276595744680854
EN-Greedy,length_ratio,91.0
EN-Greedy,bleu,0.003518161903016947
EN-Greedy,rouge1,0.056074766355140186
EN-Greedy,rouge2,0.0
EN-Greedy,rougeL,0.056074766355140186
EN-Greedy,length_ratio,13.857142857142858
EN-Greedy,bleu,0.003994196212595157
EN-Greedy,rouge1,0.037037037037037035
EN-Greedy,rouge2,0.01886792452830189
EN-Greedy,rougeL,0.037037037037037035
EN-Greedy,length_ratio,52.5
EN-Greedy,bleu,0.006122423488774229
EN-Greedy,rouge1,0.0
EN-Greedy,rouge2,0.0
EN-Greedy,rougeL,0.0
EN-Greedy,length_ratio,47.0
EN-Greedy,bleu,0.0
EN-Greedy,rouge1,0.017241379310344827
EN-Greedy,rouge2,0.0
EN-Greedy,rougeL,0.017241379310344827
EN-Greedy,length_ratio,57.0
EN-Greedy,bleu,0.002983705723513635
EN-Greedy,rouge1,0.019801980198019802
EN-Greedy,rouge2,0.0
EN-Greedy,rougeL,0.019801980198019802
EN-Greedy,length_ratio,13.428571428571429
EN-Greedy,bleu,0.0032587296148707647
EN-Greedy,rouge1,0.019417475728155338
EN-Greedy,rouge2,0.0
EN-Greedy,rougeL,0.019417475728155338
EN-Greedy,length_ratio,33.333333333333336
EN-Greedy,bleu,0.0029100276592091624
EN-Greedy,rouge1,0.0
EN-Greedy,rouge2,0.0
EN-Greedy,rougeL,0.0
EN-Greedy,length_ratio,34.333333333333336
EN-Greedy,bleu,0.0
EN-Greedy,rouge1,0.0
EN-Greedy,rouge2,0.0
EN-Greedy,rougeL,0.0
EN-Greedy,length_ratio,60.5
EN-Greedy,bleu,0.0
EN-Greedy,rouge1,0.01834862385321101
EN-Greedy,rouge2,0.0
EN-Greedy,rougeL,0.01834862385321101
EN-Greedy,length_ratio,25.0
EN-Greedy,bleu,0.0034161741162926397
EN-Greedy,rouge1,0.01923076923076923
EN-Greedy,rouge2,0.0
EN-Greedy,rougeL,0.01923076923076923
EN-Greedy,length_ratio,101.0
EN-Greedy,bleu,0.0029100276592091624
EN-Greedy,rouge1,0.03571428571428572
EN-Greedy,rouge2,0.018181818181818184
EN-Greedy,rougeL,0.03571428571428572
EN-Greedy,length_ratio,55.0
EN-Greedy,bleu,0.005725795621366669
EN-Greedy,rouge1,0.0
EN-Greedy,rouge2,0.0
EN-Greedy,rougeL,0.0
EN-Greedy,length_ratio,31.333333333333332
EN-Greedy,bleu,0.0
EN-Greedy,rouge1,0.0
EN-Greedy,rouge2,0.0
EN-Greedy,rougeL,0.0
EN-Greedy,length_ratio,24.5
EN-Greedy,bleu,0.0
EN-Greedy,rouge1,0.018867924528301886
EN-Greedy,rouge2,0.0
EN-Greedy,rougeL,0.018867924528301886
EN-Greedy,length_ratio,25.0
EN-Greedy,bleu,0.0029341793370341335
EN-Greedy,rouge1,0.0
EN-Greedy,rouge2,0.0
EN-Greedy,rougeL,0.0
EN-Greedy,length_ratio,112.0
EN-Greedy,bleu,0.0
EN-Greedy,rouge1,0.019047619047619046
EN-Greedy,rouge2,0.0
EN-Greedy,rougeL,0.019047619047619046
EN-Greedy,length_ratio,48.5
EN-Greedy,bleu,0.0032289664096999795
EN-Greedy,rouge1,0.0
EN-Greedy,rouge2,0.0
EN-Greedy,rougeL,0.0
EN-Greedy,length_ratio,52.0
EN-Greedy,bleu,0.0
EN-Greedy,rouge1,0.01785714285714286
EN-Greedy,rouge2,0.0
EN-Greedy,rougeL,0.01785714285714286
EN-Greedy,length_ratio,55.0
EN-Greedy,bleu,0.0030879497565970086
EN-Greedy,rouge1,0.0
EN-Greedy,rouge2,0.0
EN-Greedy,rougeL,0.0
EN-Greedy,length_ratio,103.0
EN-Greedy,bleu,0.0
EN-Greedy,rouge1,0.0
EN-Greedy,rouge2,0.0
EN-Greedy,rougeL,0.0
EN-Greedy,length_ratio,46.5
EN-Greedy,bleu,0.0
EN-Greedy,rouge1,0.055045871559633024
EN-Greedy,rouge2,0.03738317757009346
EN-Greedy,rougeL,0.055045871559633024
EN-Greedy,length_ratio,51.0
EN-Greedy,bleu,0.005917470559369649
EN-Greedy,rouge1,0.04166666666666667
EN-Greedy,rouge2,0.021276595744680854
EN-Greedy,rougeL,0.04166666666666667
EN-Greedy,length_ratio,47.0
EN-Greedy,bleu,0.00663986619704744
EN-Greedy,rouge1,0.058252427184466014
EN-Greedy,rouge2,0.03960396039603961
EN-Greedy,rougeL,0.058252427184466014
EN-Greedy,length_ratio,33.333333333333336
EN-Greedy,bleu,0.012243211151645299
EN-Greedy,rouge1,0.06722689075630252
EN-Greedy,rouge2,0.05128205128205127
EN-Greedy,rougeL,0.06722689075630252
EN-Greedy,length_ratio,28.0
EN-Greedy,bleu,0.018217757668060094
EN-Greedy,rouge1,0.0
EN-Greedy,rouge2,0.0
EN-Greedy,rougeL,0.0
EN-Greedy,length_ratio,26.25
EN-Greedy,bleu,0.003640414786955048
EN-Greedy,rouge1,0.0
EN-Greedy,rouge2,0.0
EN-Greedy,rougeL,0.0
EN-Greedy,length_ratio,120.0
EN-Greedy,bleu,0.0
EN-Greedy,rouge1,0.042553191489361694
EN-Greedy,rouge2,0.02173913043478261
EN-Greedy,rougeL,0.042553191489361694
EN-Greedy,length_ratio,45.5
EN-Greedy,bleu,0.006702810353752879
EN-Greedy,rouge1,0.0
EN-Greedy,rouge2,0.0
EN-Greedy,rougeL,0.0
EN-Greedy,length_ratio,52.5
EN-Greedy,bleu,0.0
EN-Greedy,rouge1,0.0
EN-Greedy,rouge2,0.0
EN-Greedy,rougeL,0.0
EN-Greedy,length_ratio,89.0
EN-Greedy,bleu,0.0
EN-Greedy,rouge1,0.05405405405405406
EN-Greedy,rouge2,0.03669724770642201
EN-Greedy,rougeL,0.05405405405405406
EN-Greedy,length_ratio,36.0
EN-Greedy,bleu,0.018368955342247133
EN-Greedy,rouge1,0.09375000000000001
EN-Greedy,rouge2,0.015873015873015876
EN-Greedy,rougeL,0.09375000000000001
EN-Greedy,length_ratio,11.8
EN-Greedy,bleu,0.007141972369016987
EN-Greedy,rouge1,0.0
EN-Greedy,rouge2,0.0
EN-Greedy,rougeL,0.0
EN-Greedy,length_ratio,100.0
EN-Greedy,bleu,0.0
EN-Greedy,rouge1,0.0
EN-Greedy,rouge2,0.0
EN-Greedy,rougeL,0.0
EN-Greedy,length_ratio,100.0
EN-Greedy,bleu,0.0
EN-Greedy,rouge1,0.0
EN-Greedy,rouge2,0.0
EN-Greedy,rougeL,0.0
EN-Greedy,length_ratio,99.0
EN-Greedy,bleu,0.0
EN-Greedy,rouge1,0.04395604395604395
EN-Greedy,rouge2,0.02247191011235955
EN-Greedy,rougeL,0.04395604395604395
EN-Greedy,length_ratio,79.0
EN-Greedy,bleu,0.00663986619704744
EN-Greedy,rouge1,0.0196078431372549
EN-Greedy,rouge2,0.0
EN-Greedy,rougeL,0.0196078431372549
EN-Greedy,length_ratio,50.0
EN-Greedy,bleu,0.003115158991201204
EN-Greedy,rouge1,0.0
EN-Greedy,rouge2,0.0
EN-Greedy,rougeL,0.0
EN-Greedy,length_ratio,103.0
EN-Greedy,bleu,0.0032587296148707647
EN-Greedy,rouge1,0.035398230088495575
EN-Greedy,rouge2,0.0
EN-Greedy,rougeL,0.035398230088495575
EN-Greedy,length_ratio,27.25
EN-Greedy,bleu,0.003640414786955048
EN-Greedy,rouge1,0.0
EN-Greedy,rouge2,0.0
EN-Greedy,rougeL,0.0
EN-Greedy,length_ratio,108.0
EN-Greedy,bleu,0.0
EN-Greedy,rouge1,0.01834862385321101
EN-Greedy,rouge2,0.0
